Actividad principal (CNAE-2009 a 1, 2 y 3 dígitos);Producto consumido;año;Total
072 Extracción de minerales metálicos no férreos;Gasóleo;2015;..
072 Extracción de minerales metálicos no férreos;Fueloil;2022;.
072 Extracción de minerales metálicos no férreos;Fueloil;2021;.
072 Extracción de minerales metálicos no férreos;Fueloil;2019;..
072 Extracción de minerales metálicos no férreos;Fueloil;2017;..
072 Extracción de minerales metálicos no férreos;Fueloil;2015;..
072 Extracción de minerales metálicos no férreos;Otros productos petrolíferos;2022;.
072 Extracción de minerales metálicos no férreos;Otros productos petrolíferos;2021;.
072 Extracción de minerales metálicos no férreos;Otros productos petrolíferos;2019;..
072 Extracción de minerales metálicos no férreos;Otros productos petrolíferos;2017;..
072 Extracción de minerales metálicos no férreos;Otros productos petrolíferos;2015;..
072 Extracción de minerales metálicos no férreos;Carbón y coque;2022;.
072 Extracción de minerales metálicos no férreos;Carbón y coque;2021;.
072 Extracción de minerales metálicos no férreos;Carbón y coque;2019;..
072 Extracción de minerales metálicos no férreos;Carbón y coque;2017;..
072 Extracción de minerales metálicos no férreos;Carbón y coque;2015;..
072 Extracción de minerales metálicos no férreos;Biocombustibles;2022;.
072 Extracción de minerales metálicos no férreos;Biocombustibles;2021;.
072 Extracción de minerales metálicos no férreos;Biocombustibles;2019;..
072 Extracción de minerales metálicos no férreos;Biocombustibles;2017;..
072 Extracción de minerales metálicos no férreos;Biocombustibles;2015;..
072 Extracción de minerales metálicos no férreos;Calor y otros consumos energéticos;2022;.
072 Extracción de minerales metálicos no férreos;Calor y otros consumos energéticos;2021;.
072 Extracción de minerales metálicos no férreos;Calor y otros consumos energéticos;2019;..
072 Extracción de minerales metálicos no férreos;Calor y otros consumos energéticos;2017;..
072 Extracción de minerales metálicos no férreos;Calor y otros consumos energéticos;2015;..
072 Extracción de minerales metálicos no férreos;Total consumos energéticos;2022;.
072 Extracción de minerales metálicos no férreos;Total consumos energéticos;2021;.
072 Extracción de minerales metálicos no férreos;Total consumos energéticos;2019;..
072 Extracción de minerales metálicos no férreos;Total consumos energéticos;2017;..
072 Extracción de minerales metálicos no férreos;Total consumos energéticos;2015;..
08 Otras industrias extractivas;Electricidad;2022;177.979
08 Otras industrias extractivas;Electricidad;2021;110.157
08 Otras industrias extractivas;Electricidad;2019;73.906
08 Otras industrias extractivas;Electricidad;2017;70.080
08 Otras industrias extractivas;Electricidad;2015;72.033
08 Otras industrias extractivas;Gas;2022;43.459
08 Otras industrias extractivas;Gas;2021;25.832
08 Otras industrias extractivas;Gas;2019;28.482
08 Otras industrias extractivas;Gas;2017;21.611
08 Otras industrias extractivas;Gas;2015;29.668
08 Otras industrias extractivas;Gasóleo;2022;74.464
08 Otras industrias extractivas;Gasóleo;2021;68.072
08 Otras industrias extractivas;Gasóleo;2019;65.699
08 Otras industrias extractivas;Gasóleo;2017;60.281
08 Otras industrias extractivas;Gasóleo;2015;58.496
08 Otras industrias extractivas;Fueloil;2022;2.075
08 Otras industrias extractivas;Fueloil;2021;1.880
08 Otras industrias extractivas;Fueloil;2019;2.989
08 Otras industrias extractivas;Fueloil;2017;1.408
08 Otras industrias extractivas;Fueloil;2015;801
08 Otras industrias extractivas;Otros productos petrolíferos;2022;7.509
08 Otras industrias extractivas;Otros productos petrolíferos;2021;755
08 Otras industrias extractivas;Otros productos petrolíferos;2019;4.487
08 Otras industrias extractivas;Otros productos petrolíferos;2017;755
08 Otras industrias extractivas;Otros productos petrolíferos;2015;550
08 Otras industrias extractivas;Carbón y coque;2022;0
08 Otras industrias extractivas;Carbón y coque;2021;1.634
08 Otras industrias extractivas;Carbón y coque;2019;0
08 Otras industrias extractivas;Carbón y coque;2017;0
08 Otras industrias extractivas;Carbón y coque;2015;1.554
08 Otras industrias extractivas;Biocombustibles;2022;9
08 Otras industrias extractivas;Biocombustibles;2021;15
08 Otras industrias extractivas;Biocombustibles;2019;0
08 Otras industrias extractivas;Biocombustibles;2017;410
08 Otras industrias extractivas;Biocombustibles;2015;0
08 Otras industrias extractivas;Calor y otros consumos energéticos;2022;41.721
08 Otras industrias extractivas;Calor y otros consumos energéticos;2021;10.013
08 Otras industrias extractivas;Calor y otros consumos energéticos;2019;436
08 Otras industrias extractivas;Calor y otros consumos energéticos;2017;103
08 Otras industrias extractivas;Calor y otros consumos energéticos;2015;1.010
08 Otras industrias extractivas;Total consumos energéticos;2022;347.216
08 Otras industrias extractivas;Total consumos energéticos;2021;218.359
08 Otras industrias extractivas;Total consumos energéticos;2019;175.998
08 Otras industrias extractivas;Total consumos energéticos;2017;154.649
08 Otras industrias extractivas;Total consumos energéticos;2015;164.112
081 Extracción de piedra, arena y arcilla;Electricidad;2022;81.719
081 Extracción de piedra, arena y arcilla;Electricidad;2021;44.192
081 Extracción de piedra, arena y arcilla;Electricidad;2019;31.071
081 Extracción de piedra, arena y arcilla;Electricidad;2017;27.119
081 Extracción de piedra, arena y arcilla;Electricidad;2015;28.372
081 Extracción de piedra, arena y arcilla;Gas;2022;16.094
081 Extracción de piedra, arena y arcilla;Gas;2021;13.326
081 Extracción de piedra, arena y arcilla;Gas;2019;5.537
081 Extracción de piedra, arena y arcilla;Gas;2017;6.650
081 Extracción de piedra, arena y arcilla;Gas;2015;9.841
081 Extracción de piedra, arena y arcilla;Gasóleo;2022;60.327
081 Extracción de piedra, arena y arcilla;Gasóleo;2021;59.134
081 Extracción de piedra, arena y arcilla;Gasóleo;2019;51.026
081 Extracción de piedra, arena y arcilla;Gasóleo;2017;41.174
081 Extracción de piedra, arena y arcilla;Gasóleo;2015;38.190
081 Extracción de piedra, arena y arcilla;Fueloil;2022;2.057
081 Extracción de piedra, arena y arcilla;Fueloil;2021;1.880
081 Extracción de piedra, arena y arcilla;Fueloil;2019;2.989
081 Extracción de piedra, arena y arcilla;Fueloil;2017;1.408
081 Extracción de piedra, arena y arcilla;Fueloil;2015;488
081 Extracción de piedra, arena y arcilla;Otros productos petrolíferos;2022;7.269
081 Extracción de piedra, arena y arcilla;Otros productos petrolíferos;2021;694
081 Extracción de piedra, arena y arcilla;Otros productos petrolíferos;2019;4.342
081 Extracción de piedra, arena y arcilla;Otros productos petrolíferos;2017;444
081 Extracción de piedra, arena y arcilla;Otros productos petrolíferos;2015;545
081 Extracción de piedra, arena y arcilla;Carbón y coque;2022;0
081 Extracción de piedra, arena y arcilla;Carbón y coque;2021;1.634
081 Extracción de piedra, arena y arcilla;Carbón y coque;2019;0
081 Extracción de piedra, arena y arcilla;Carbón y coque;2017;0
081 Extracción de piedra, arena y arcilla;Carbón y coque;2015;0
081 Extracción de piedra, arena y arcilla;Biocombustibles;2022;9
081 Extracción de piedra, arena y arcilla;Biocombustibles;2021;15
081 Extracción de piedra, arena y arcilla;Biocombustibles;2019;0
081 Extracción de piedra, arena y arcilla;Biocombustibles;2017;0
081 Extracción de piedra, arena y arcilla;Biocombustibles;2015;0
081 Extracción de piedra, arena y arcilla;Calor y otros consumos energéticos;2022;20
081 Extracción de piedra, arena y arcilla;Calor y otros consumos energéticos;2021;447
081 Extracción de piedra, arena y arcilla;Calor y otros consumos energéticos;2019;410
081 Extracción de piedra, arena y arcilla;Calor y otros consumos energéticos;2017;14
081 Extracción de piedra, arena y arcilla;Calor y otros consumos energéticos;2015;1.010
081 Extracción de piedra, arena y arcilla;Total consumos energéticos;2022;167.494
081 Extracción de piedra, arena y arcilla;Total consumos energéticos;2021;121.321
081 Extracción de piedra, arena y arcilla;Total consumos energéticos;2019;95.374
081 Extracción de piedra, arena y arcilla;Total consumos energéticos;2017;76.809
081 Extracción de piedra, arena y arcilla;Total consumos energéticos;2015;78.446
089 Industrias extractivas n.c.o.p.;Electricidad;2022;96.260
089 Industrias extractivas n.c.o.p.;Electricidad;2021;65.966
089 Industrias extractivas n.c.o.p.;Electricidad;2019;42.835
089 Industrias extractivas n.c.o.p.;Electricidad;2017;42.961
089 Industrias extractivas n.c.o.p.;Electricidad;2015;43.661
089 Industrias extractivas n.c.o.p.;Gas;2022;27.365
089 Industrias extractivas n.c.o.p.;Gas;2021;12.506
089 Industrias extractivas n.c.o.p.;Gas;2019;22.945
089 Industrias extractivas n.c.o.p.;Gas;2017;14.961
089 Industrias extractivas n.c.o.p.;Gas;2015;19.827
089 Industrias extractivas n.c.o.p.;Gasóleo;2022;14.138
089 Industrias extractivas n.c.o.p.;Gasóleo;2021;8.938
089 Industrias extractivas n.c.o.p.;Gasóleo;2019;14.673
089 Industrias extractivas n.c.o.p.;Gasóleo;2017;19.107
089 Industrias extractivas n.c.o.p.;Gasóleo;2015;20.306
089 Industrias extractivas n.c.o.p.;Fueloil;2022;18
089 Industrias extractivas n.c.o.p.;Fueloil;2021;0
089 Industrias extractivas n.c.o.p.;Fueloil;2019;0
089 Industrias extractivas n.c.o.p.;Fueloil;2017;0
089 Industrias extractivas n.c.o.p.;Fueloil;2015;312
089 Industrias extractivas n.c.o.p.;Otros productos petrolíferos;2022;240
089 Industrias extractivas n.c.o.p.;Otros productos petrolíferos;2021;62
089 Industrias extractivas n.c.o.p.;Otros productos petrolíferos;2019;145
089 Industrias extractivas n.c.o.p.;Otros productos petrolíferos;2017;311
089 Industrias extractivas n.c.o.p.;Otros productos petrolíferos;2015;5
089 Industrias extractivas n.c.o.p.;Carbón y coque;2022;0
089 Industrias extractivas n.c.o.p.;Carbón y coque;2021;0
089 Industrias extractivas n.c.o.p.;Carbón y coque;2019;0
089 Industrias extractivas n.c.o.p.;Carbón y coque;2017;0
089 Industrias extractivas n.c.o.p.;Carbón y coque;2015;1.554
089 Industrias extractivas n.c.o.p.;Biocombustibles;2022;0
089 Industrias extractivas n.c.o.p.;Biocombustibles;2021;0
089 Industrias extractivas n.c.o.p.;Biocombustibles;2019;0
089 Industrias extractivas n.c.o.p.;Biocombustibles;2017;410
089 Industrias extractivas n.c.o.p.;Biocombustibles;2015;0
089 Industrias extractivas n.c.o.p.;Calor y otros consumos energéticos;2022;41.701
089 Industrias extractivas n.c.o.p.;Calor y otros consumos energéticos;2021;9.566
089 Industrias extractivas n.c.o.p.;Calor y otros consumos energéticos;2019;26
089 Industrias extractivas n.c.o.p.;Calor y otros consumos energéticos;2017;89
089 Industrias extractivas n.c.o.p.;Calor y otros consumos energéticos;2015;0
089 Industrias extractivas n.c.o.p.;Total consumos energéticos;2022;179.722
089 Industrias extractivas n.c.o.p.;Total consumos energéticos;2021;97.037
089 Industrias extractivas n.c.o.p.;Total consumos energéticos;2019;80.624
089 Industrias extractivas n.c.o.p.;Total consumos energéticos;2017;77.840
089 Industrias extractivas n.c.o.p.;Total consumos energéticos;2015;85.667
09 Actividades de apoyo a las industrias extractivas;Electricidad;2022;.
09 Actividades de apoyo a las industrias extractivas;Electricidad;2021;.
09 Actividades de apoyo a las industrias extractivas;Electricidad;2019;..
09 Actividades de apoyo a las industrias extractivas;Electricidad;2017;36
09 Actividades de apoyo a las industrias extractivas;Electricidad;2015;..
09 Actividades de apoyo a las industrias extractivas;Gas;2022;.
09 Actividades de apoyo a las industrias extractivas;Gas;2021;.
09 Actividades de apoyo a las industrias extractivas;Gas;2019;..
09 Actividades de apoyo a las industrias extractivas;Gas;2017;9
09 Actividades de apoyo a las industrias extractivas;Gas;2015;..
09 Actividades de apoyo a las industrias extractivas;Gasóleo;2022;.
09 Actividades de apoyo a las industrias extractivas;Gasóleo;2021;.
09 Actividades de apoyo a las industrias extractivas;Gasóleo;2019;..
09 Actividades de apoyo a las industrias extractivas;Gasóleo;2017;4.684
09 Actividades de apoyo a las industrias extractivas;Gasóleo;2015;..
09 Actividades de apoyo a las industrias extractivas;Fueloil;2022;.
09 Actividades de apoyo a las industrias extractivas;Fueloil;2021;.
09 Actividades de apoyo a las industrias extractivas;Fueloil;2019;..
09 Actividades de apoyo a las industrias extractivas;Fueloil;2017;0
09 Actividades de apoyo a las industrias extractivas;Fueloil;2015;..
09 Actividades de apoyo a las industrias extractivas;Otros productos petrolíferos;2022;.
09 Actividades de apoyo a las industrias extractivas;Otros productos petrolíferos;2021;.
09 Actividades de apoyo a las industrias extractivas;Otros productos petrolíferos;2019;..
09 Actividades de apoyo a las industrias extractivas;Otros productos petrolíferos;2017;959
09 Actividades de apoyo a las industrias extractivas;Otros productos petrolíferos;2015;..
09 Actividades de apoyo a las industrias extractivas;Carbón y coque;2022;.
09 Actividades de apoyo a las industrias extractivas;Carbón y coque;2021;.
09 Actividades de apoyo a las industrias extractivas;Carbón y coque;2019;..
09 Actividades de apoyo a las industrias extractivas;Carbón y coque;2017;0
09 Actividades de apoyo a las industrias extractivas;Carbón y coque;2015;..
09 Actividades de apoyo a las industrias extractivas;Biocombustibles;2022;.
09 Actividades de apoyo a las industrias extractivas;Biocombustibles;2021;.
09 Actividades de apoyo a las industrias extractivas;Biocombustibles;2019;..
09 Actividades de apoyo a las industrias extractivas;Biocombustibles;2017;0
09 Actividades de apoyo a las industrias extractivas;Biocombustibles;2015;..
09 Actividades de apoyo a las industrias extractivas;Calor y otros consumos energéticos;2022;.
09 Actividades de apoyo a las industrias extractivas;Calor y otros consumos energéticos;2021;.
09 Actividades de apoyo a las industrias extractivas;Calor y otros consumos energéticos;2019;..
09 Actividades de apoyo a las industrias extractivas;Calor y otros consumos energéticos;2017;0
09 Actividades de apoyo a las industrias extractivas;Calor y otros consumos energéticos;2015;..
09 Actividades de apoyo a las industrias extractivas;Total consumos energéticos;2022;.
09 Actividades de apoyo a las industrias extractivas;Total consumos energéticos;2021;.
09 Actividades de apoyo a las industrias extractivas;Total consumos energéticos;2019;..
09 Actividades de apoyo a las industrias extractivas;Total consumos energéticos;2017;5.687
09 Actividades de apoyo a las industrias extractivas;Total consumos energéticos;2015;..
091 Actividades de apoyo a la extracción de petróleo y gas natural;Electricidad;2022;.
091 Actividades de apoyo a la extracción de petróleo y gas natural;Electricidad;2021;.
091 Actividades de apoyo a la extracción de petróleo y gas natural;Electricidad;2019;..
